family,n_train,oracle_auc,gate_auc,cv_auc,k4_auc,vt_auc,oracle_method,gate_method,cv_method
bump,200,0.625472501890008,0.625472501890008,0.517135068540274,0.508555034220137,0.625472501890008,6,6,5.0
linear,200,0.60177294749771,0.60177294749771,0.60177294749771,0.515988633772219,0.60177294749771,6,6,6.0
additive,500,0.820695517387935,0.820695517387935,0.739624490612265,0.729411735293382,0.739624490612265,5,5,6.0
random,200,0.951717258722427,0.951717258722427,0.951717258722427,0.85359738228189,0.951717258722427,6,6,6.0
linear,500,0.76150390290895,0.76150390290895,0.76150390290895,0.484980077808089,0.76150390290895,6,6,6.0
s_shaped,200,0.752727818195455,0.752727818195455,0.640520513012825,0.581825545638641,0.752727818195455,6,6,1.0
linear,500,0.878115537736907,0.807099000304395,0.876473910187603,0.87676228391996,0.807099000304395,3,6,1.0
additive,500,0.828705833640044,0.805670516554384,0.743512065737466,0.743512065737466,0.633849274295499,5,3,4.0
bump,300,0.938388281978151,0.728645231228324,0.906062118236256,0.938388281978151,0.728645231228324,2,6,1.0
cross,200,0.783979310296445,0.491116877181694,0.542886736801595,0.542886736801595,0.491116877181694,3,6,4.0
s_shaped,1000,0.989765789210289,0.989765789210289,0.97914272845561,0.986656490841758,0.959660694625163,5,5,1.0
cross,500,0.879715964166089,0.75195790630796,0.879715964166089,0.857533641722981,0.75195790630796,5,6,5.0
additive,300,0.666949888712751,0.666949888712751,0.593393720677011,0.566633240460521,0.666949888712751,6,6,2.0
cross,1000,0.911940966504402,0.903396723996231,0.624876695778003,0.911940966504402,0.612518175769855,4,5,3.0
bump,200,0.703311585130971,0.703311585130971,,,0.703311585130971,6,6,4.0
linear,500,0.906773,0.906773,0.906773,0.8933455,0.906773,6,6,6.0
s_shaped,500,0.837716269555331,0.837716269555331,0.830098297064899,0.763116283166002,0.725101479559975,1,1,3.0
bump,200,0.737886447161179,0.737886447161179,0.731601290032251,0.652899822495562,0.737886447161179,6,6,5.0
cross,500,0.712357209208908,0.633958474554995,0.712357209208908,0.54266375436218,0.633958474554995,5,6,5.0
bump,500,0.858155527790125,0.847233401812495,0.847233401812495,0.847233401812495,0.853995218472554,1,5,5.0
s_shaped,1000,0.986013873980679,0.986013873980679,0.972841302327817,0.985472171934828,0.793581481600154,3,3,5.0
cross,500,0.882765288856659,0.631529533758622,0.882765288856659,0.882765288856659,0.631529533758622,2,6,2.0
bump,500,0.934439139809033,0.836664119908317,0.884473841058278,0.884473841058278,0.836664119908317,1,6,2.0
radial,300,0.66746349627206,0.66746349627206,0.66746349627206,,0.66746349627206,6,6,6.0
additive,500,0.783042992808519,0.769324352986846,0.623132095934432,0.783042992808519,0.583994653412252,4,5,1.0
bump,1000,0.962184924375849,0.92803429214935,0.962184924375849,0.940438793093964,0.888583518605751,5,1,5.0
random,200,0.947137419404956,0.710070623043174,0.947137419404956,0.696790383647608,0.710070623043174,1,6,1.0
s_shaped,300,0.704267,0.704267,0.704267,0.5366565,0.704267,6,6,6.0
additive,300,0.730726566000896,0.730726566000896,0.730726566000896,0.699507573938928,0.700251264323667,5,5,5.0
enclave,200,0.595958927195686,0.595958927195686,0.595958927195686,0.501848296257062,0.595958927195686,6,6,6.0
linear,500,0.892558995102746,0.877265079860444,0.803887795275591,0.892558995102746,0.803887795275591,4,5,6.0
bump,300,0.561083972458602,0.561083972458602,0.497152941976627,0.523209549071618,0.561083972458602,6,6,1.0
linear,500,0.754668314866099,0.754668314866099,0.754668314866099,0.548931420701905,0.754668314866099,6,6,6.0
additive,200,0.81904103204228,0.79470976311357,0.79470976311357,0.81904103204228,0.652573904485279,4,5,5.0
radial,300,0.670690096440009,0.617306655674287,0.617306655674287,0.646054634239148,0.617306655674287,2,6,6.0
linear,500,0.964735243055556,0.956499215949821,0.958923871127752,0.958923871127752,0.90918218766001,5,3,4.0
s_shaped,500,0.95311328320802,0.952113784461153,0.95311328320802,0.95311328320802,0.733383458646617,2,1,2.0
radial,500,0.749759158813646,0.749759158813646,0.749759158813646,0.609373287858865,0.749759158813646,6,6,6.0
linear,200,0.943458588550467,0.915135363866356,0.915135363866356,0.908696039270177,0.915135363866356,3,6,6.0
random,1000,0.953317068106312,0.911075581395349,0.948139534883721,0.944736295681063,0.911075581395349,2,6,5.0
linear,500,0.763042469528903,0.66633498805957,0.647509810353173,0.504849174570285,0.763042469528903,6,5,3.0
cross,500,0.779000100040016,0.600054521808724,0.779000100040016,0.520951880752301,0.573243297318928,3,5,3.0
radial,500,0.725766345844644,0.725766345844644,0.725766345844644,0.591071575467959,0.725766345844644,6,6,6.0
linear,300,0.853121649946399,0.830026280420487,0.830026280420487,0.790200643210291,0.543690699051185,2,5,5.0
s_shaped,300,0.587130587130587,0.587130587130587,0.368749368749369,0.42048392048392,0.587130587130587,6,6,2.0
bump,500,0.745595559555956,0.555867586758676,0.713976897689769,0.745595559555956,0.6196299629963,4,5,2.0
radial,1000,0.774043693170291,0.739513593020897,0.640775143399915,0.739513593020897,0.727751111234069,2,4,1.0
linear,300,0.930352542562724,0.843579989119304,0.930352542562724,0.807840701804916,0.930352542562724,6,5,6.0
cross,1000,0.904330256757176,0.891060583165127,0.854459901268024,0.904330256757176,0.819143155360258,4,5,2.0
enclave,300,0.749143769461495,0.749143769461495,0.749143769461495,0.702450730994592,0.749143769461495,6,6,6.0
cross,300,0.834602816311273,0.677092618684763,0.717141665879337,0.780866048578905,0.677092618684763,1,6,2.0
random,500,0.936982831022566,0.936982831022566,0.936982831022566,0.637035150280183,0.936982831022566,6,6,6.0
linear,300,0.874018923343606,0.874018923343606,0.874018923343606,0.727174920550847,0.874018923343606,6,6,6.0
enclave,200,0.555856211276145,0.524634695770542,0.524634695770542,0.546320054288686,0.524634695770542,1,6,6.0
additive,500,0.712246140861071,0.617400226408151,0.706366929209452,0.706366929209452,0.617400226408151,3,6,4.0
bump,500,0.928533498141409,0.914723821467252,0.924759813230848,0.924759813230848,0.914723821467252,1,6,5.0
additive,200,0.669724761462603,0.494503834208504,0.669724761462603,0.547646944640113,0.494503834208504,5,6,5.0
linear,1000,0.955693955693956,0.935839935839936,0.955693955693956,0.943447943447943,0.88952788952789,3,5,3.0
bump,500,0.976216135084428,0.942774233896185,0.963947967479675,0.976216135084428,0.868651907442151,4,5,3.0
linear,300,0.878160477814607,0.876277501561224,0.822808081535924,0.838119085362925,0.813924116507342,3,1,5.0
bump,300,0.790935065740325,0.709726487845516,0.790935065740325,0.790935065740325,0.709726487845516,2,6,3.0
linear,500,0.855852267040336,0.772092883595236,0.751216594935442,0.825995896306676,0.855852267040336,6,5,3.0
random,1000,0.900062641788832,0.876492281744811,0.897360268966289,0.88623908181865,0.900062641788832,6,5,3.0
linear,500,0.956417969855558,0.930924904917298,0.949912942948379,0.930924904917298,0.827498027340215,3,4,5.0
linear,500,0.947416613407666,0.877871360259884,0.877871360259884,0.920246021577647,0.877871360259884,3,6,6.0
radial,1000,0.820593917282215,0.820593917282215,0.820593917282215,0.652059571159425,0.820593917282215,6,6,6.0
cross,200,0.713171064976994,0.490192403030266,0.517435500325725,0.517435500325725,0.490192403030266,5,6,4.0
s_shaped,200,0.702764324878924,0.702764324878924,0.702764324878924,0.55580700226302,0.702764324878924,6,6,6.0
s_shaped,500,0.538065249566934,,0.537404768075927,,0.537404768075927,1,5,6.0
random,300,0.847294098341726,0.847294098341726,0.847294098341726,0.844753659477873,0.847294098341726,6,6,6.0
enclave,300,0.709812041918242,0.691596570934578,0.691596570934578,0.652004387328241,0.691596570934578,5,6,6.0
cross,200,0.529033729586562,0.529033729586562,0.529033729586562,0.515310895171914,0.529033729586562,6,6,6.0
cross,200,0.606367853023275,0.569292030977928,0.569292030977928,0.565894890175183,0.569292030977928,2,6,6.0
s_shaped,1000,0.991269991269991,0.984577484577485,0.75967375967376,0.991269991269991,0.75967375967376,4,3,6.0
random,300,0.815422241404115,0.815422241404115,0.815422241404115,,0.815422241404115,6,6,6.0
bump,300,0.923975342002702,0.923975342002702,0.923975342002702,0.913645005245425,0.650141661474579,5,5,5.0
s_shaped,500,0.813638754555018,0.746527986111944,0.813638754555018,0.813638754555018,0.734287937151749,4,5,4.0
additive,300,0.600900600900601,0.600900600900601,0.600900600900601,0.549219549219549,0.600900600900601,6,6,6.0
additive,300,0.737292296676747,0.737292296676747,0.737292296676747,0.699232187715003,0.690832053312853,5,5,5.0
random,1000,0.889198766214895,0.869461837203773,0.889198766214895,0.861331272621595,0.889198766214895,6,5,6.0
radial,1000,0.787721605299045,0.647304903843478,0.612375107845593,0.787721605299045,0.612375107845593,4,5,6.0
cross,300,0.743418181818182,0.640863442940039,0.743418181818182,0.695132430689878,0.640863442940039,5,6,5.0
linear,300,0.659175703947388,0.659175703947388,0.659175703947388,,0.659175703947388,6,6,6.0
additive,1000,0.935964493738691,0.880886576220528,0.933517286495797,0.933517286495797,0.805056661375137,2,5,4.0
s_shaped,200,0.691063912361565,0.672330116509827,0.57922928269637,0.683978098393189,0.672330116509827,2,6,5.0
radial,300,0.747838051305743,0.747838051305743,0.747838051305743,,0.747838051305743,6,6,6.0
linear,500,0.839489136876161,0.685495447338074,0.753226303735025,0.722930781119867,0.753226303735025,1,5,6.0
additive,1000,0.967140704266338,0.956857611718505,0.954243088187794,0.956857611718505,0.897933081397733,2,4,3.0
linear,500,0.936103436103436,0.8997448997449,0.936103436103436,0.891358891358891,0.878479878479879,5,3,5.0
additive,300,0.581728307652922,0.535575569209107,0.504020564329029,0.543548196771148,0.581728307652922,6,5,1.0
enclave,300,0.725616198239948,0.725616198239948,0.543840718907951,0.546173347900384,0.725616198239948,6,6,5.0
linear,500,0.890556441562917,0.890556441562917,0.877303563485989,0.877303563485989,0.680689736695531,3,3,4.0
s_shaped,1000,0.985128024867909,0.975253265715693,0.929674449905664,0.929674449905664,0.711219000236341,1,3,4.0
enclave,200,0.596165118270277,0.572737620830933,0.569748355579028,0.561458233307727,0.572737620830933,1,6,5.0
cross,1000,0.969359838469503,0.951102581765533,0.956418527333551,0.956418527333551,0.851982625984301,5,1,4.0
s_shaped,500,0.649750629801014,0.649750629801014,0.649750629801014,0.623048466925821,0.589793773295637,5,5,5.0
bump,500,0.986507629254161,0.986507629254161,0.979992277212074,0.952595887115249,0.925019932195523,5,5,3.0
additive,1000,0.823508281860178,0.79393680340666,0.79393680340666,0.795030984230953,0.79393680340666,3,6,6.0
additive,1000,0.786929464317879,0.725057138625711,0.629927831213901,0.786929464317879,0.629927831213901,4,5,6.0
enclave,500,0.762269643651401,0.743304689472229,0.715448551244395,0.762269643651401,0.737824522457615,4,5,3.0
radial,500,0.896197333333333,0.896197333333333,0.896197333333333,0.820713333333333,0.896197333333333,6,6,6.0
s_shaped,300,0.717132868531474,0.717132868531474,,,0.717132868531474,6,6,5.0
random,200,0.804733179723041,0.625859802069032,0.625859802069032,0.804733179723041,0.625859802069032,4,6,6.0
s_shaped,500,0.737322215988135,0.533406542191605,0.533406542191605,0.587397575106588,0.737322215988135,6,5,5.0
random,300,0.784150615600852,0.729863528238414,0.729863528238414,0.709603896090839,0.729863528238414,5,6,6.0
enclave,200,0.546006858401542,0.546006858401542,0.546006858401542,0.531844509524167,0.546006858401542,6,6,6.0
linear,500,0.875603875603876,0.677388677388677,0.875603875603876,0.596761096761097,0.875603875603876,6,5,6.0
enclave,200,0.850484563692588,0.728334195380163,0.667736471784057,0.850484563692588,0.728334195380163,4,6,1.0
cross,1000,0.947400700813755,0.872498127991594,0.766679491475639,0.931624117260124,0.766679491475639,2,5,6.0
additive,500,0.817462,0.817462,0.7173025,0.7265485,0.817462,6,6,1.0
radial,1000,0.834812239736284,0.834812239736284,0.834812239736284,0.606534834992142,0.834812239736284,6,6,6.0
additive,500,0.833445581829153,0.809724289006686,0.792920539072984,0.833445581829153,0.725240700470643,4,5,2.0
enclave,500,0.89000313153161,0.89000313153161,0.879045371835567,0.860171391534045,0.89000313153161,6,6,5.0
linear,500,0.982564890351733,0.897465593336794,0.897465593336794,0.938882104734673,0.897465593336794,5,6,6.0
cross,500,0.753183694188792,0.650953511037078,0.650953511037078,0.753183694188792,0.650953511037078,4,6,6.0
enclave,500,0.719001667760837,0.719001667760837,0.719001667760837,0.667802123642651,0.719001667760837,6,6,6.0
linear,300,0.838210809426229,0.838210809426229,0.720028736552254,0.788631751889088,0.838210809426229,6,6,2.0
cross,200,0.511738822477727,0.472162102462047,0.511738822477727,0.511738822477727,0.472162102462047,2,6,5.0
s_shaped,1000,0.770305423981053,0.770305423981053,0.770305423981053,0.735022343217423,0.712595613768383,5,5,5.0
bump,500,0.888419012378309,0.834615315304492,0.888419012378309,0.888419012378309,0.731281361253609,4,5,4.0
enclave,200,0.654438349740732,0.654438349740732,0.654438349740732,0.517165127561109,0.654438349740732,6,6,6.0
linear,1000,0.948526320120339,0.889185253868717,0.90917232887682,0.948526320120339,0.889185253868717,4,6,5.0
bump,500,0.882317489754539,0.769892498932191,0.769892498932191,,0.769892498932191,1,6,6.0
s_shaped,500,0.839077628094969,0.56199502081005,0.581229295102128,0.750774117826141,0.581229295102128,3,5,6.0
radial,200,0.776656056146751,0.776656056146751,0.776656056146751,0.661847430524096,0.776656056146751,6,6,6.0
radial,500,0.644849126692182,0.644849126692182,0.644849126692182,0.508960661710403,0.644849126692182,6,6,6.0
enclave,200,0.615893365280805,0.591873060977127,0.522965255118218,0.528679477763195,0.591873060977127,2,6,5.0
enclave,500,0.869084585144672,0.763268400151607,0.638956808883635,0.78135378633553,0.763268400151607,5,6,1.0
cross,1000,0.814310060755844,0.606842755637936,0.606842755637936,0.801606940582844,0.606842755637936,5,6,6.0
random,500,0.884630616359447,0.884630616359447,0.884630616359447,0.818400377624168,0.884630616359447,6,6,6.0
s_shaped,200,0.733669593685963,0.686134213306865,0.686134213306865,0.733669593685963,0.686134213306865,4,6,6.0
radial,500,0.652057308799557,0.652057308799557,0.652057308799557,0.580181754435956,0.652057308799557,6,6,6.0
additive,300,0.657664270805935,0.657664270805935,0.617000977079143,0.617000977079143,0.657664270805935,6,6,4.0
enclave,1000,0.911116004403964,0.911116004403964,0.911116004403964,0.631366229606646,0.911116004403964,6,6,6.0
linear,500,0.954751592764335,0.869690827217445,0.869690827217445,0.862883765953894,0.869690827217445,5,6,6.0
enclave,500,0.647567306265069,0.647567306265069,0.601203108263697,0.601203108263697,0.647567306265069,6,6,4.0
radial,500,0.681225490196078,0.511394117647059,0.511394117647059,0.564711764705882,0.511394117647059,3,6,6.0
bump,300,0.841723172317232,0.730368536853685,0.730368536853685,0.841723172317232,0.626485648564856,4,5,5.0
cross,500,0.936901984599412,0.931871840815165,0.931871840815165,0.931871840815165,0.707584248269338,5,4,3.0
linear,1000,0.957908805078633,0.957908805078633,0.949060610880528,0.949060610880528,0.95105132952996,5,5,4.0
bump,1000,0.857485022751011,0.857485022751011,0.857485022751011,0.857485022751011,0.826431993084653,1,1,4.0
s_shaped,500,0.961697742265987,0.614173658134022,0.817811891887561,0.762790704661791,0.817811891887561,3,5,6.0
s_shaped,300,0.696363044729794,0.669134189381993,0.669134189381993,0.687469149708393,0.566146529498636,3,5,5.0
cross,200,0.513332023060797,0.507923054245283,0.494051567413522,0.494051567413522,0.507923054245283,1,6,4.0
radial,300,0.770329000698812,0.770329000698812,0.770329000698812,0.755880922431866,0.770329000698812,6,6,6.0
additive,1000,0.900482108474407,0.885830811932685,0.882656097621965,0.851053987147108,0.884550023755345,3,2,5.0
linear,500,0.915874896872422,0.915874896872422,0.915874896872422,0.843226580664517,0.915874896872422,6,6,6.0
additive,1000,0.601101909917189,0.589307803770234,0.589307803770234,0.589824308418776,0.582428241854177,3,5,5.0
bump,500,0.972442811070277,0.967397684942124,0.972442811070277,0.961257531438286,0.898484462111553,2,5,2.0
s_shaped,500,0.973490349034904,0.971798679867987,0.971224622462246,0.971426142614261,0.751603160316032,3,1,2.0
bump,500,0.982451561289032,0.902919572989325,,,0.902919572989325,1,6,2.0
linear,300,0.847653515526559,0.847653515526559,0.760793388561988,0.768933681612538,0.847653515526559,6,6,1.0
bump,200,0.672677516692347,0.672677516692347,0.672677516692347,0.599532132768362,0.672677516692347,6,6,6.0
cross,300,0.61567742420823,0.61567742420823,0.61567742420823,0.523979036585672,0.61567742420823,6,6,6.0
linear,1000,0.913333,0.7936205,0.833646,0.833646,0.791293,1,5,4.0
random,300,0.66268314742237,0.66268314742237,0.66268314742237,0.650896894784444,0.66268314742237,6,6,6.0
radial,200,0.799530195771762,0.799530195771762,0.799530195771762,0.579544215897943,0.799530195771762,6,6,6.0
enclave,300,0.668195457955398,0.668195457955398,0.622250983868962,0.597111677652033,0.668195457955398,6,6,3.0
enclave,500,0.883752875287529,0.788057805780578,0.788057805780578,0.756535653565357,0.788057805780578,5,6,6.0
bump,500,0.795279937986047,0.552365782301018,0.575556500212548,0.556289665174664,0.795279937986047,6,1,2.0
s_shaped,1000,0.932963226657294,0.932963226657294,0.930049738091447,0.930049738091447,0.757264695367959,2,3,4.0
linear,1000,0.963931598289957,0.94712017800445,0.949153728843221,0.955610890272257,0.902549563739093,1,3,2.0
random,500,0.706920419875543,0.658506325737486,0.692001666599465,0.706704857847957,0.699739154438562,5,1,2.0
s_shaped,500,0.830469424786245,0.829239890748119,0.805267229740211,0.805267229740211,0.745178695282733,1,5,4.0
additive,300,0.884681119591654,0.852277545762929,0.884681119591654,0.823921730990783,0.852277545762929,5,6,5.0
random,200,0.619877281791686,0.619877281791686,0.619877281791686,0.568643963798129,0.619877281791686,6,6,6.0
additive,500,0.872412992946618,0.848526811255006,0.872412992946618,0.848456297434297,0.872412992946618,6,3,6.0
radial,500,0.846246184768853,0.846246184768853,0.846246184768853,0.641419452095585,0.846246184768853,6,6,6.0
bump,500,0.922593083443775,0.907111099997499,0.922593083443775,0.906446950563877,0.824327473681578,2,5,2.0
cross,300,0.933734695826965,0.754026430327597,0.933734695826965,0.933734695826965,0.754026430327597,2,6,2.0
s_shaped,1000,0.99331669131965,0.982004822583533,0.98666688669329,0.99331669131965,0.868900136916567,4,5,1.0
enclave,200,0.81101327510397,0.81101327510397,0.81101327510397,0.748848912665194,0.81101327510397,6,6,6.0
enclave,500,0.815779815779816,0.815779815779816,0.815779815779816,0.598882098882099,0.815779815779816,6,6,6.0
radial,500,0.888335739132968,0.888335739132968,0.888335739132968,0.800305571711412,0.888335739132968,6,6,6.0
additive,500,0.917158263019552,0.90784593780381,0.894744869994519,0.90784593780381,0.868439214085961,5,4,3.0
cross,500,0.675062889150059,0.562723112700358,0.675062889150059,0.493134455252432,0.675062889150059,6,5,6.0
linear,1000,0.884366337188139,0.82462218639871,0.871695381033717,0.82462218639871,0.828781836146101,3,4,2.0
radial,300,0.718446549519663,0.689062607989495,0.520522323588361,0.649031982168775,0.689062607989495,5,6,3.0
s_shaped,1000,0.97542196076235,0.974061764894145,0.974061764894145,0.97542196076235,0.921113640364212,4,5,5.0
cross,1000,0.976625612501655,0.970117926780066,0.683339852311774,0.971112712623925,0.683339852311774,3,5,6.0
linear,500,0.923227810603513,0.781844466061392,0.763547621335127,0.723505228098829,0.923227810603513,6,5,3.0
cross,500,0.661875107021512,0.661875107021512,0.661875107021512,0.580581315821359,0.661875107021512,6,6,6.0
additive,300,0.791774322779283,0.729155225860274,0.758599735323508,0.777316644510263,0.756433609313091,2,5,3.0
enclave,200,0.51419921499134,0.443296354801463,0.443296354801463,0.51419921499134,0.443296354801463,2,6,6.0
cross,500,0.599461807963088,0.599461807963088,0.469104384729374,0.528457362377672,0.599461807963088,6,6,3.0
additive,500,0.666389662234596,0.66265510248164,0.541085657370518,0.666389662234596,0.596940551048817,4,5,3.0
random,300,0.48820431126898,0.40519548312773,0.40519548312773,0.463404914478632,0.40519548312773,1,6,6.0
additive,500,0.691527813804797,0.691527813804797,0.66474708030915,0.66474708030915,0.691527813804797,6,6,4.0
radial,500,0.836146293283756,0.786835883730492,0.836146293283756,0.705512924793078,0.786835883730492,3,6,3.0
additive,300,0.797969902100812,0.728739833007269,0.796852183027873,0.785081876047705,0.728739833007269,5,6,1.0
additive,500,0.900484601938408,0.87311599246397,0.87311599246397,0.87311599246397,0.900484601938408,6,4,4.0
bump,500,0.78432690355533,0.78432690355533,0.78432690355533,0.517061064388791,0.78432690355533,6,6,6.0
radial,1000,0.726459598396992,0.726459598396992,0.726459598396992,0.626778274067795,0.726459598396992,6,6,6.0
s_shaped,500,0.93849248613182,0.859172099432872,0.927956469867024,0.922154185555092,0.859172099432872,5,6,2.0
bump,300,0.929012901290129,0.612103210321032,0.612103210321032,0.929012901290129,0.612103210321032,4,6,6.0
radial,300,0.821322620151721,0.821322620151721,0.728309820218306,0.73193265320682,0.821322620151721,6,6,3.0
bump,1000,0.974189682475374,0.937374892336133,0.937374892336133,0.942870876386375,0.68977800986156,3,5,5.0
random,1000,0.913531198878243,0.913531198878243,,,0.913531198878243,6,6,5.0
radial,300,0.759811537440913,0.759811537440913,0.759811537440913,0.542497117897006,0.759811537440913,6,6,6.0
additive,200,0.819762183017418,0.819762183017418,0.767483570536629,0.759833664190574,0.819762183017418,6,6,1.0
radial,500,0.824695096413195,0.824695096413195,0.756833630698095,0.758462854534184,0.824695096413195,6,6,3.0
s_shaped,500,0.811304776090717,0.811304776090717,0.811304776090717,0.695364052790057,0.811304776090717,6,6,6.0
bump,200,0.870626870626871,0.676014676014676,0.676014676014676,0.738227738227738,0.676014676014676,1,6,6.0
radial,1000,0.826217654808959,0.826217654808959,0.826217654808959,0.614636100131752,0.826217654808959,6,6,6.0
enclave,200,0.685090601782908,0.685090601782908,0.685090601782908,,0.685090601782908,6,6,6.0
s_shaped,1000,0.961440418444686,0.961440418444686,0.93072316632234,0.939409021059564,0.765875867958969,5,5,3.0
radial,500,0.71724728749358,0.71724728749358,0.71724728749358,0.528957811697483,0.71724728749358,6,6,6.0
enclave,500,0.872164954702925,0.872164954702925,,,0.872164954702925,6,6,4.0
radial,500,0.679181139041594,0.637344321319779,0.637344321319779,0.555501451899165,0.637344321319779,2,6,6.0
linear,1000,0.960747967479675,0.949022138836773,0.947422639149468,0.900519324577861,0.82074196372733,3,5,1.0
radial,200,0.759317336309524,0.759317336309524,0.503009672619048,0.50025390625,0.759317336309524,6,6,3.0
s_shaped,200,0.559660954575273,0.559660954575273,0.481978711659387,0.491686866989872,0.559660954575273,6,6,3.0
bump,200,0.631316782919573,0.623338583464587,0.623338583464587,0.623338583464587,0.594778869471737,3,4,4.0
s_shaped,200,0.601909013439399,0.601909013439399,0.601909013439399,0.479362246916028,0.601909013439399,6,6,6.0
bump,500,0.676252086268776,0.612281010529095,0.676252086268776,0.503718533466801,0.676252086268776,6,5,6.0
linear,500,0.843510404161665,0.791592637054822,0.791592637054822,0.835556222488996,0.791592637054822,2,6,6.0
radial,500,0.707378966015777,0.590787804206153,0.590787804206153,0.693652363975637,0.590787804206153,3,6,6.0
s_shaped,200,0.65839966635963,0.65839966635963,0.530903739352462,0.522786757197621,0.65839966635963,6,6,5.0
enclave,300,0.786178522747615,0.578144329072125,0.548064855177904,0.552359065594214,0.578144329072125,2,6,5.0
radial,200,0.59639866233338,0.545530592058782,0.573794922518958,0.546414205642692,0.545530592058782,5,6,2.0
enclave,300,0.734074,0.562099,0.734074,0.7249585,0.562099,5,6,5.0
s_shaped,500,0.972530204619036,0.740747521800551,0.968230623621833,0.967917972298593,0.740747521800551,5,6,3.0
enclave,200,0.697078120231919,0.608593225511138,0.608593225511138,0.594657715390093,0.608593225511138,1,6,6.0
random,500,0.896091746407487,0.892501511118491,0.739893224418055,0.864142600986758,0.892501511118491,3,6,2.0
radial,500,0.891624235237849,0.891624235237849,0.891624235237849,0.708823038522091,0.891624235237849,6,6,6.0
radial,500,0.642592519205158,0.642592519205158,0.607423392524969,0.541607673176666,0.642592519205158,6,6,2.0
additive,1000,0.766065364707059,0.74418844239954,0.74418844239954,0.766065364707059,0.74418844239954,4,6,6.0
enclave,500,0.893740960622114,0.893740960622114,0.893740960622114,0.874397204092252,0.893740960622114,6,6,6.0
bump,1000,0.945533628538057,0.945533628538057,0.943325593209491,0.945533628538057,0.934152946447143,2,4,5.0
enclave,200,0.717078065783839,0.690726311534783,0.481557573865751,0.63178228262479,0.690726311534783,5,6,1.0
additive,500,0.673635008115398,0.673635008115398,0.642855499919496,0.642855499919496,0.673635008115398,6,6,4.0
cross,300,0.544456928763872,0.493156733113093,0.479017656680993,0.544456928763872,0.479017656680993,4,5,6.0
additive,500,0.874504801920768,0.874504801920768,0.874504801920768,0.84734793917567,0.874504801920768,6,6,6.0
cross,300,0.627653207438715,0.627653207438715,0.553975291498714,0.580553978896925,0.627653207438715,6,6,1.0
enclave,1000,0.854887525562372,0.854887525562372,0.824590613755792,0.729338614066423,0.854887525562372,6,6,5.0
bump,1000,0.863049104655153,0.863049104655153,0.635266152373197,0.863049104655153,0.635266152373197,1,1,6.0
s_shaped,500,0.556149721916131,0.556149721916131,0.556149721916131,0.48349361813285,0.556149721916131,6,6,6.0
radial,500,0.598076511210013,0.578638552832278,0.578638552832278,0.598076511210013,0.578638552832278,4,6,6.0
s_shaped,1000,0.940527539068167,0.93841642228739,0.940095310419212,0.93841642228739,0.681131318467469,2,4,5.0
s_shaped,200,0.600245300493104,0.546225125779079,0.590659057345248,0.600245300493104,0.546225125779079,4,6,5.0
additive,200,0.738755595201427,0.738755595201427,0.738755595201427,0.505176186342708,0.738755595201427,6,6,6.0
enclave,300,0.758440163427368,0.758440163427368,0.758440163427368,0.642852192806791,0.758440163427368,6,6,6.0
bump,200,0.871953628243888,0.732430326856475,0.871953628243888,0.871953628243888,0.732430326856475,4,6,4.0
random,1000,0.89507376093585,0.82156131050838,0.866344735845673,0.89507376093585,0.866344735845673,4,5,6.0
cross,500,0.58194824468766,0.58194824468766,,,0.58194824468766,6,6,5.0
additive,300,0.661744174417442,0.5804200420042,0.5804200420042,0.637936293629363,0.5804200420042,2,6,6.0
enclave,500,0.693287472025705,0.693287472025705,0.535212785042158,0.610117249003048,0.693287472025705,6,6,3.0
enclave,200,0.699348859753484,0.699348859753484,0.699348859753484,0.51106948433538,0.699348859753484,6,6,6.0
additive,500,0.707534830139321,0.707534830139321,0.58184832739331,0.588212352849411,0.707534830139321,6,6,1.0
linear,500,0.986611019733551,0.958421876188075,0.971713309241673,0.958421876188075,0.870685411739282,2,4,5.0
bump,1000,0.722487774350005,0.601437792603231,0.649322925651199,0.649322925651199,0.722487774350005,6,1,4.0
radial,200,0.565896002710027,0.565896002710027,0.512137533875339,0.51054539295393,0.565896002710027,6,6,5.0
enclave,1000,0.811531669849842,0.811531669849842,0.811531669849842,0.731974240977345,0.811531669849842,6,6,6.0
s_shaped,200,0.722588552751596,0.722588552751596,0.626130162743435,0.680018422652862,0.626130162743435,5,5,6.0
random,1000,0.913949650977953,0.913949650977953,0.913949650977953,0.871109138503006,0.913949650977953,6,6,6.0
cross,500,0.699677927104791,0.572820453186258,0.572820453186258,0.699677927104791,0.572820453186258,2,6,6.0
s_shaped,200,0.72507635597683,0.72507635597683,0.626499159958876,0.574158328945059,0.72507635597683,6,6,5.0
cross,200,0.627077889082462,0.627077889082462,0.627077889082462,0.569893973214286,0.627077889082462,6,6,6.0
bump,300,0.906068927571028,0.68078231292517,0.739229691876751,0.802265906362545,0.68078231292517,2,6,5.0
s_shaped,300,0.811665403624547,0.68786508507765,0.68786508507765,0.811665403624547,0.68786508507765,4,6,6.0
radial,200,0.72803497571298,0.542995238782283,0.686271621859921,0.708403970086087,0.542995238782283,5,6,2.0
additive,300,0.544318359148364,0.544318359148364,0.521478959182775,0.521478959182775,0.544318359148364,6,6,4.0
cross,200,0.603727660811947,0.603727660811947,0.603727660811947,0.575091824520193,0.603727660811947,6,6,6.0
